Gene ID;Entrez Gene ID;Gene Symbol;Gene Name;Organism;Unigene ID;Ensembl ID;UniProt ID;Alias;Lifespan Effect;Phenotype Description;Longevity Influence;Max Lifespan Change;Avg Lifespan Change;Method;Bibliographic reference
604;177924;sir-2.1;Yeast SIR related (68.8 kD) (sir-2.1);Caenorhabditis elegans;Cel.12479;R11A8.4;;;decrease;Sir-2.1(ok434) mutants show a slight decrease in lifespan as well as sensitivity to various stresses.;pro;;;Mutation;2496: Wang and Tissenbaum (2006) "Overlapping and distinct functions for a Caenorhabditis elegans SIR2 and DAF-16/FOXO."  Mech. Ageing Dev. 127(1):48-56 (16280150)
604;177924;sir-2.1;Yeast SIR related (68.8 kD) (sir-2.1);Caenorhabditis elegans;Cel.12479;R11A8.4;;;increase;Overexpression of sir-2.1 extended lifespan.;pro;15;10;Overexpression;3277: Schmeisser et al. (2013) "Role of sirtuins in lifespan regulation is linked to methylation of nicotinamide."  Nat. Chem. Biol. 9(11):693-700 (24077178)
605;34708;Sir2;CG5216-PA;Drosophila melanogaster;Dm.415;FBgn0024291;;BEST:LD38188 CG5216 D.mel1 Dmel\CG5216 dmSRT406 ds;noeffect;Overexpression of dSir2 did not result in increased lifespan when using the appropriate transgenic controls.;none;3321: Burnett et al. (2011) "Absence of effects of Sir2 overexpression on lifespan in C. elegans and Drosophila."  Nature 477(7365):482-485 (21938067)
605;34708;Sir2;CG5216-PA;Drosophila melanogaster;Dm.415;FBgn0024291;;BEST:LD38188 CG5216 D.mel1 Dmel\CG5216 dmSRT406 ds;decrease;Decreased expression of the Sir2 and Sir2-like genes in all cells caused lethality during development. Suppression of the Sir2 in neurons (10-30% median lifespan reduction) and ubiquitous silencing of the Sir2-like genes shortened lifespans. The effects were severer at 28 C than at 25 C. These results suggest that Sir2-like genes as well as Sir2 are involved in the regulation of lifespan in Drosophila.;pro;;30;RNA interference;2359: Kusama et al. (2006) "Involvement of Drosophila Sir2-like genes in the regulation of life span."  Genes Genet. Syst. 81(5):341-348 (17159295)
606;851520;SIR2;Sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae);Saccharomyces cerevisiae;;YDL042C;;MAR1;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
606;851520;SIR2;Sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae);Saccharomyces cerevisiae;;YDL042C;;MAR1;increase;Lack of Sir2 along with calorie restriction and/or mutations in the yeast AKT homolog, Sch9, or Ras pathways causes a dramatic chronological LS extension (6 fold).;anti;;600;Deletion;1564: Fabrizio et al. (2005) "Sir2 blocks extreme life-span extension."  Cell 123(4):655-667 (16286010)
605;34708;Sir2;CG5216-PA;Drosophila melanogaster;Dm.415;FBgn0024291;;BEST:LD38188 CG5216 D.mel1 Dmel\CG5216 dmSRT406 ds;increase;Overexpression of dSir2 extends lifespan by up to 57%, whereas a decrease in dSir2 blocks the life-extending effect of caloric reduction or rpd3 mutations.;pro;;57;Overexpression;1284: Rogina and Helfand (2004) "Sir2 mediates longevity in the fly through a pathway related to calorie restriction."  Proc. Natl. Acad. Sci. U.S.A. 101(45):15998-16003 (15520384)
606;851520;SIR2;Sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae);Saccharomyces cerevisiae;;YDL042C;;MAR1;increase;Overexpression extended lifespan by about 30%.;pro;;30;Overexpression;200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
605;34708;Sir2;CG5216-PA;Drosophila melanogaster;Dm.415;FBgn0024291;;BEST:LD38188 CG5216 D.mel1 Dmel\CG5216 dmSRT406 ds;increase;Moderate (3-fold) Sir2 overexpression in the fat body during adulthood only can promote longevity in both sexes by roughly 13%.;pro;;13;Overexpression;3284: Hoffmann et al. (2013) "Overexpression of Sir2 in the adult fat body is sufficient to extend lifespan of male and female Drosophila."  Aging (Albany NY) 5(4):315-327 (23765091)
607;851163;SIR3;Silent information regulator;Saccharomyces cerevisiae;;YLR442C;;CMT1 MAR2 STE8;decrease;Mean chronological lifespan strongly decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
607;851163;SIR3;Silent information regulator;Saccharomyces cerevisiae;;YLR442C;;CMT1 MAR2 STE8;decrease;Mutants show a 20% decrease in mean lifespan.;fitness;;20;Mutation;200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
608;851813;SIR4;Silent information regulator;Saccharomyces cerevisiae;;YDR227W;;ASD1 STE9 UTH2;decrease;The short life span of a sir4 mutant (20% decrease in mean life span) is due to the simultaneous expression of a and alpha mating-type information, which indirectly causes an increase in rDNA recombination and likely increases the production of extrachromosomal rDNA circles.;anti;;;Mutation;200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
608;851813;SIR4;Silent information regulator;Saccharomyces cerevisiae;;YDR227W;;ASD1 STE9 UTH2;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
608;851813;SIR4;Silent information regulator;Saccharomyces cerevisiae;;YDR227W;;ASD1 STE9 UTH2;increase;Mutation extends lifespan by more than 30%.;anti;;30;Mutation;2358: Kennedy et al. (1995) "Mutation in the silencing gene SIR4 can delay aging in S. cerevisiae."  Cell 80(3):485-496 (7859289)
1011;93759;Sirt1;Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)  ;Mus musculus;;ENSMUSG00000020063;;Sir2 Sir2a SIR2L1 AA673258 Sir2alpha;decrease;SIRT1 mutant mice were small, and exhibited notable developmental defects of the retina and heart, and only infrequently survived postnatally.;pro;;;Mutations;980: Cheng et al. (2003) "Developmental defects and p53 hyperacetylation in Sir2 homolog (SIRT1)-deficient mice."  Proc. Natl. Acad. Sci. U.S.A. 100(19):10794-10799 (12960381)
1011;93759;Sirt1;Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)  ;Mus musculus;;ENSMUSG00000020063;;Sir2 Sir2a SIR2L1 AA673258 Sir2alpha;increase;Transgenic mice, overexpressing Sirt1, display some phenotypes similar to mice on a calorie-restricted diet: they are leaner than littermate controls, are more metabolically active, display reductions in blood cholesterol, adipokines, insulin and fasted glucose, and are more glucose tolerant. Furthermore, transgenic mice perform better on a rotarod challenge and also show a delay in reproduction.;pro;;;Overexpression;1898: Bordone et al. (2007) "SIRT1 transgenic mice show phenotypes resembling calorie restriction."  Aging Cell 6(6):759-767 (17877786)
1011;93759;Sirt1;Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)  ;Mus musculus;;ENSMUSG00000020063;;Sir2 Sir2a SIR2L1 AA673258 Sir2alpha;noeffect;Moderate overexpression of Sirt1 improve healthy ageing but do not increase lifespan.;none;;;Overexpression;3266: Herranz et al. (2010) "Sirt1 improves healthy ageing and protects from metabolic syndrome-associated cancer."  Nat Commun 1:3 (20975665)
1011;93759;Sirt1;Sirtuin 1 ((silent mating type information regulation 2, homolog) 1 (S. cerevisiae)  ;Mus musculus;;ENSMUSG00000020063;;Sir2 Sir2a SIR2L1 AA673258 Sir2alpha;increase;Brain-specific Sirt1-overexpressing mice are long-lived. Females live 16% longer and males 9% longer than controls.;pro;;12.5;Overexpression;3268: Satoh et al. (2013) "Sirt1 extends life span and delays aging in mice through the regulation of Nk2 homeobox 1 in the DMH and LH."  Cell Metab. 18(3):416-430 (24011076)
609;42414;Sirt2;CG5085-PA;Drosophila melanogaster;Dm.6044;FBgn0038788;;CG5085 D.mel2 Dmel\CG5085 dSIRT2 SIRT2;decrease;Decreased expression by RNA interference caused lethality during development. Silencing in neurons shortened mean lifespan by 20%.;pro;;20;RNA interference;2359: Kusama et al. (2006) "Involvement of Drosophila Sir2-like genes in the regulation of life span."  Genes Genet. Syst. 81(5):341-348 (17159295)
2235;31480;Sirt4;Sirtuin 4;Drosophila melanogaster;;;;;increase;Flies overexpressing Sirt4 demonstrated a 20% increase in median lifespan compared to controls. Specific expression of Sirt4 in the fat body resulted in increased lifespan in males and females. Sirt4 knockout flies are short-lived compared to controls and had a 28% decrease in median lifespan in females and a 17% decrease in median lifespan in males. ;pro;;20;Overexpression;4772: Wood et al. (2018) "Sirt4 is a mitochondrial regulator of metabolism and lifespan in Drosophila melanogaster."  Proc. Natl. Acad. Sci. U.S.A. 115(7):1564-1569 (29378963)
610;50721;Sirt6;sirtuin 6 (silent mating type information regulation 2, homolog) 6 (S. cerevisiae);Mus musculus;Mm.131825;ENSMUSG00000034748;;Sir2l6 AI043036 2810449N18Rik;decrease;Knockout mice develop signs of premature ageing including a short lifespan.;pro;;;Knockout;1590: Mostoslavsky et al. (2006) "Genomic instability and aging-like phenotype in the absence of mammalian SIRT6."  Cell 124(2):315-329 (16439206)
611;41254;Sirt6;CG6284-PB;Drosophila melanogaster;Dm.24872;FBgn0037802;;CG6284 D.mel4 Dmel\CG6284 dmSRT408 dSIRT6;decrease;Decreased expression by RNA interference caused lethality during development. Silencing in neurons shortened mean lifespan by 20%.;pro;;20;RNA interference;2359: Kusama et al. (2006) "Involvement of Drosophila Sir2-like genes in the regulation of life span."  Genes Genet. Syst. 81(5):341-348 (17159295)
610;50721;Sirt6;sirtuin 6 (silent mating type information regulation 2, homolog) 6 (S. cerevisiae);Mus musculus;Mm.131825;ENSMUSG00000034748;;Sir2l6 AI043036 2810449N18Rik;increase;Overexpression of Sirt6 in mice increases lifespan by 10-14.5% in males, but not in females. Males also had lower levels of IGF1.;pro;14.5;12;Overexpression;1966: Kanfi et al. (2012) "The sirtuin SIRT6 regulates lifespan in male mice."  Nature 483(7388):218-221 (22367546)
824;209011;Sirt7;Sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae);Mus musculus;;ENSMUSG00000025138;;;decrease;No obvious phenotype was observed in heterozygous mutant Sirt7 animals, whereas homozygous mutants showed various signs of aging-related changes and died prematurely. Mutant mice developed kyphosis and lost subcutaneous fat early in life, and showed a general decrease in stress-resistance mechanisms. Mice develop heart hypertrophy and inflammatory cardiomyopathy. Sirt7 mutant hearts are also characterized by extensive fibrosis, leading to an increase in collagen III accumulation.;pro;55;59;Mutations;2169: Vakhrusheva et al. (2008) "Sirt7 increases stress resistance of cardiomyocytes and prevents apoptosis and inflammatory cardiomyopathy in mice."  Circ. Res. 102(6):703-710 (18239138)
1713;853946;SIS2;SIt4 Suppressor;Saccharomyces cerevisiae;;YKR072C;;HAL3;increase;Replicative lifespan increased by 50% in the alpha strain and 30% in the a strain ;anti;;50;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1377;852018;SIZ1;SAP and mIZ-finger domain;Saccharomyces cerevisiae;;YDR409W;;ULL1;decrease;Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%;fitness;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1608;854036;SKM1;STE20/PAK homologous Kinase related to Morphogenesis;Saccharomyces cerevisiae;;YOL113W;;;decrease;Replicative lifespan decreased by 25% in the a strain ;fitness;;25;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
612;177343;skn-1;SKiNhead;Caenorhabditis elegans;Cel.23037;T19E7.2;;;decrease;RNA interference or mutations prevented the life-extension effects of dietary restriction.;pro;;;RNA interference;2360: Bishop and Guarente (2007) "Two neurons mediate diet-restriction-induced longevity in C. elegans."  Nature 447(7144):545-549 (17538612)
612;177343;skn-1;SKiNhead;Caenorhabditis elegans;Cel.23037;T19E7.2;;;increase;Mean lifespan extension by 5-20% after overexpression and opposite effect due to mutations.;pro;;20;Overexpression;2497: Tullet et al. (2008) "Direct inhibition of the longevity-promoting factor SKN-1 by insulin-like signaling in C. elegans."  Cell 132(6):1025-1038 (18358814)
1671;853045;SKN1;Suppressor of Kre Null;Saccharomyces cerevisiae;;YGR143W;;;increase;Chronological lifespan increased by 60% for single skn1 and double ipt1-skn1 deletion;anti;;60;Deletion;2519: Aerts et al. (2006) "Level of M(IP)2C sphingolipid affects plant defensin sensitivity, oxidative stress resistance and chronological life-span in yeast."  FEBS Lett. 580(7):1903-1907 (16527275)
1156;856613;SKN7;Suppressor of Kre Null;Saccharomyces cerevisiae;;YHR206W;;BRY1 POS9;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1325;855554;SKO1;Suppressor of Kinase Overexpression;Saccharomyces cerevisiae;;YNL167C;;ACR1;decrease;Mean chronological lifespan strongly decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
613;172775;skr-1;SKp1 Related (ubiquitin ligase complex component);Caenorhabditis elegans;Cel.18311;F46A9.5;;;decrease;RNA interference in adulthood of skr-1 and skr-2 shortened the extended lifespan of daf-2(mu150) mutants by up to 44%. No effect in the lifespan of wild-type worms or in the extended lifespans of glp-1(e2141ts) or eat-2(ad1116) mutants was observed.;pro;;;RNA interference;2272: Ghazi et al. (2007) "Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex."  Proc. Natl. Acad. Sci. U.S.A. 104(14):5947-5952 (17392428)
614;172773;skr-2;SKp1 Related (ubiquitin ligase complex component);Caenorhabditis elegans;Cel.193;F46A9.4;;;decrease;RNA interference in adulthood of skr-1 and skr-2 shortened the extended lifespan of daf-2(mu150) mutants by up to 44%. No effect in the lifespan of wild-type worms or in the extended lifespans of glp-1(e2141ts) or eat-2(ad1116) mutants was observed.;pro;;;RNA interference;2272: Ghazi et al. (2007) "Regulation of Caenorhabditis elegans lifespan by a proteasomal E3 ligase complex."  Proc. Natl. Acad. Sci. U.S.A. 104(14):5947-5952 (17392428)
981;180148;skr-5;SKp1 Related (ubiquitin ligase complex component);Caenorhabditis elegans;;F47H4.10;;;increase;10% mean lifespan extension;anti;;10;RNA interference post development;2421: Oliveira et al. (2009) "Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf."  Aging Cell 8(5):524-541 (19575768)
1546;852276;SLA1;Synthetic Lethal with ABP1;Saccharomyces cerevisiae;;YBL007C;;;decrease;Replicative lifespan decreased by 60% in the alpha strain ;fitness;;60;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
825;55961;Slc13a1;Solute carrier family 13 (sodium/sulfate symporters), member 1;Mus musculus;;ENSMUSG00000029700;;Nas1 NaSi-1 AI314066 AI987826;increase;Hyposulfataemic NaS1 null (Nas1 -/- ) mice were found to live longer and have less tumors in aged mice. Median lifespans increased in both male and female Nas1- /-  mice when compared with Nas1+/+ mice.;anti;25;25;Deletion;2172: Markovich et al. (2011) "Increased lifespan in hyposulfatemic NaS1 null mice."  Exp. Gerontol. 46(10):833-835 (21651971)
615;11739;Slc25a4;solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4;Mus musculus;Mm.16228;ENSMUSG00000031633;P48962;Ant1 AU019225;decrease;Knockouts exhibited a shortened lifespan and increased hydrogen peroxide production and in some tissues.;pro;;;Knockout;2361: Esposito et al. (1999) "Mitochondrial disease in mouse results in increased oxidative stress."  Proc. Natl. Acad. Sci. U.S.A. 96(9):4820-4825 (10220377)
939;186633;slcf-1;hypothetical protein;Caenorhabditis elegans;;F59F5.1;;;increase;Mean LS increase by 40%;anti;;40;RNA interference;2439: Mouchiroud et al. (2011) "Pyruvate imbalance mediates metabolic reprogramming and mimics lifespan extension by dietary restriction in Caenorhabditis elegans."  Aging Cell 10(1):39-54 (21040400)
1714;856852;SLX8;Synthetic Lethal of unknown (X) function;Saccharomyces cerevisiae;;YER116C;;;increase;Replicative lifespan increased by 15% in the alpha strain;anti;;15;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1714;856852;SLX8;Synthetic Lethal of unknown (X) function;Saccharomyces cerevisiae;;YER116C;;;decrease;Replicative lifespan decreased by 40% in the a strain;fitness;;40;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
982;176849;sma-10;hypothetical protein;Caenorhabditis elegans;;T21D12.9;;;increase;Extended  mean life span (10-30% in different backgrounds) when inactivated ;anti;;30;RNA interference post development;2239: Samuelson et al. (2007) "Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants."  Genes Dev. 21(22):2976-2994 (18006689)
983;172418;smg-1;Suppressor with Morphological effect on Genitalia;Caenorhabditis elegans;;C48B6.6;;;increase;smg-1 inhibition increases average lifespan (by 30%) compared to WT in  a daf-18 dependent manner;anti;;30;RNA interference;2451: Masse et al. (2008) "A novel role for the SMG-1 kinase in lifespan and oxidative stress resistance in Caenorhabditis elegans."  PLoS ONE 3(10):e3354 (18836529)
1157;853144;SMI1;Suppressor of MAR Inhibitor;Saccharomyces cerevisiae;;YGR229C;;KNR4;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
616;179243;smk-1;suppressor of MEK null;Caenorhabditis elegans;Cel.4912;F41E6.4;;;decrease;RNA interference of smk-1 completely suppressed the extended longevity of daf-2 mutations and partly the life-extension of clk-1 mutants. It only slightly shortened the lifespan of wild-type worms.;pro;;;RNA interference;2362: Wolff et al. (2006) "SMK-1, an essential regulator of DAF-16-mediated longevity."  Cell 124(5):1039-1053 (16530049)
616;179243;smk-1;suppressor of MEK null;Caenorhabditis elegans;Cel.4912;F41E6.4;;;decrease;RNAi led to a 44% decrease in median lifespan in daf-2 background and 21% decrease in lifespan in wild-type background.;pro;;21;RNA interference;2239: Samuelson et al. (2007) "Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants."  Genes Dev. 21(22):2976-2994 (18006689)
617;172783;smn-1;SMN (human Survival Motor Neuron gene) homolog;Caenorhabditis elegans;Cel.18372;C41G7.1;;;decrease;RNA interference results in a 40% decrease in median lifespan in daf-2 mutants,  13% decrease in lifespan in daf-2/daf-16 double mutants and a 26% decrease in median lifespan in a wild-type background.;pro;;26;RNA interference;2239: Samuelson et al. (2007) "Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants."  Genes Dev. 21(22):2976-2994 (18006689)
1904;31738;Smox;Smad on X;Drosophila melanogaster;;;;;increase;Post developmental RNA interference of Smox in the whole body increases lifespan by up to 10%. Tissue specific RNA interference also increases lifespan in muscle (16%) but not in adipose tissue (where it decreases lifespan). ;anti;;10;Post developmental RNA interference;3513: Bai et al. (2013) "Activin signaling targeted by insulin/dFOXO regulates aging and muscle proteostasis in Drosophila."  PLoS Genet. 9(11):e1003941 (24244197)
1860;853290;SNA3;Sna3p;Saccharomyces cerevisiae;;;;;increase;Deletion of sna3 extends chronological mean and maximum lifespan.;anti;42;27;Deletion;3491: Borklu Yucel and Ulgen (2011) "A network-based approach on elucidating the multi-faceted nature of chronological aging in S. cerevisiae."  PLoS ONE 6(12):e29284 (22216232)
1788;179193;snap-1;Protein SNAP-1;Caenorhabditis elegans;;;;;decrease;Post-developmental RNAi of snap-1 shortens lifespan of wild type worms.;pro;50;39.9;Post-developmental RNA interference;3241: Tacutu et al. (2012) "Prediction of C. elegans longevity genes by human and worm longevity networks."  PLoS ONE 7(10):e48282 (23144747)
1789;176233;snap-29;Protein SNAP-29;Caenorhabditis elegans;;;;;decrease;Post-developmental RNAi of snap-29 shortens lifespan of wild type worms.;pro;72;48.6;Post-developmental RNA interference;3241: Tacutu et al. (2012) "Prediction of C. elegans longevity genes by human and worm longevity networks."  PLoS ONE 7(10):e48282 (23144747)
618;;SNCA;synuclein, alpha (non A4 component of amyloid precursor);Caenorhabditis elegans;;;;;increase;Transgenic lines overexpressing human SNCA lived about 25% longer, even in a daf-2 mutant background, and exhibited decreased pharyngeal pumping and egg-laying.;pro;;25;Overexpression;2363: Vartiainen et al. (2006) "Increased lifespan in transgenic Caenorhabditis elegans overexpressing human alpha-synuclein."  Exp. Gerontol. 41(9):871-876 (16782295)
619;852088;SNF1;AMP-activated serine/threonine protein kinase;Saccharomyces cerevisiae;;YDR477W;;CAT1 CCR1 GLC2 HAF3 PAS14;decrease;Mean chronological lifespan decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
619;852088;SNF1;AMP-activated serine/threonine protein kinase;Saccharomyces cerevisiae;;YDR477W;;CAT1 CCR1 GLC2 HAF3 PAS14;increase;Replicative lifespan increased by 50% in the alpha strain ;anti;;50;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
619;852088;SNF1;AMP-activated serine/threonine protein kinase;Saccharomyces cerevisiae;;YDR477W;;CAT1 CCR1 GLC2 HAF3 PAS14;decrease;Reduced chronological lifespan;anti;;;Overexpression;2538: Lorenz et al. (2009) "A network biology approach to aging in yeast."  Proc. Natl. Acad. Sci. U.S.A. 106(4):1145-1150 (19164565)
619;852088;SNF1;AMP-activated serine/threonine protein kinase;Saccharomyces cerevisiae;;YDR477W;;CAT1 CCR1 GLC2 HAF3 PAS14;decrease;Overexpression shortened lifespan accompanied by signs of premature ageing.;anti;;;Overexpression;2357: Ashrafi et al. (2000) "Sip2p and its partner snf1p kinase affect aging in S. cerevisiae."  Genes Dev. 14(15):1872-1885 (10921902)
1846;43904;SNF1A;SNF1A/AMP-activated protein kinase;Drosophila melanogaster;;;;ampk AMPK ampkalpha AMPKalpha CG3051 dAMPKa dAMPKa;increase;Adult-onset, neuron-specific upregulation of the catalytic alpha AMPK subunit results in increased median lifespan in female flies and has variable effects on male lifespan. This longevity effect is dependent on Atg1 gene activity. ;pro;;20;Overexpression;3516: Ulgherait et al. (2014) "AMPK modulates tissue and organismal aging in a non-cell-autonomous manner."  Cell Rep 8(6):1767-1780 (25199830)
1846;43904;SNF1A;SNF1A/AMP-activated protein kinase;Drosophila melanogaster;;;;ampk AMPK ampkalpha AMPKalpha CG3051 dAMPKa dAMPKa;;Transgenic expression of AMPK in adult fat body or adult muscle, key metabolic tissues, extended life span, while AMPK RNAi reduced life span. Supplementing adenine, a substrate for AMP biosynthesis, to the diet of long-lived AMP biosynthesis mutants reversed life span extension.;pro;;;Overexpression;3278: Stenesen et al. (2013) "Adenosine nucleotide biosynthesis and AMPK regulate adult life span and mediate the longevity benefit of caloric restriction in flies."  Cell Metab. 17(1):101-112 (23312286)
1846;43904;SNF1A;SNF1A/AMP-activated protein kinase;Drosophila melanogaster;;;;ampk AMPK ampkalpha AMPKalpha CG3051 dAMPKa dAMPKa;;Transgenic expression of AMPK in adult fat body or adult muscle, key metabolic tissues, extended life span, while AMPK RNAi reduced life span. Supplementing adenine, a substrate for AMP biosynthesis, to the diet of long-lived AMP biosynthesis mutants reversed life span extension.;pro;;;RNA interference;3278: Stenesen et al. (2013) "Adenosine nucleotide biosynthesis and AMPK regulate adult life span and mediate the longevity benefit of caloric restriction in flies."  Cell Metab. 17(1):101-112 (23312286)
1406;851333;SNF3;Sucrose NonFermenting;Saccharomyces cerevisiae;;YDL194W;;;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
620;852763;SNF4;Protein kinase activator found in a complex containing Snf1p and members of the Sip1p/Sip2p/Gal83p f;Saccharomyces cerevisiae;;YGL115W;;CAT3 SCI1;increase;Deleting SNF4 extends lifespan by 10-20%.;anti;;20;Deletion;2357: Ashrafi et al. (2000) "Sip2p and its partner snf1p kinase affect aging in S. cerevisiae."  Genes Dev. 14(15):1872-1885 (10921902)
878;42515;SNF4Agamma;SNF4/AMP-activated protein kinase gamma subunit;Drosophila melanogaster;;FBgn0264357;;0050/42 0127/19 AMPgamma AMPKgamma anon-WO0118547.;decrease;Depletion of SNF4A gamma from the first day of imaginal stage shortens life span in Drosophila and causes morphological and behavioral features of premature aging.;pro;;23;RNA interference;2387: Tóth et al. (2008) "Longevity pathways converge on autophagy genes to regulate life span in Caenorhabditis elegans."  Autophagy 4(3):330-338 (18219227)
1407;854539;SNX3;Sorting NeXin;Saccharomyces cerevisiae;;YOR357C;;GRD19;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1408;852035;SNX41;Sorting NeXin;Saccharomyces cerevisiae;;YDR425W;;;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
879;31704;snz;snazarus (sorting nexin lazarus);Drosophila melanogaster;;FBgn0029976;;CG1514 Dmel\CG1514 Snz;increase;Up to 50% increase in maximal lifespan in both sexes compared to control;anti;66;85;Mutations;2414: Suh et al. (2008) "An RGS-containing sorting nexin controls Drosophila lifespan."  PLoS ONE 3(5):e2152 (18478054)
826;216233;Socs2;Suppressor of cytokine signaling 2;Mus musculus;;ENSMUSG00000020027;;hg JAB CIS2 Cish2 SSI-2 SOCS-2 AI527257 AW108012 8;decrease;Mutant mice exhibited a reduced mean and maximal lifespan compared to wild type. The lack of SOCS2 expression in the high-growth mouse also increases plasma IGF1, and reduces plasma and pituitary GH levels. ;pro;14;35;Mutations;2178: Casellas and Medrano (2008) "Lack of Socs2 expression reduces lifespan in high-growth mice."  Age (Dordr) 30(4):245-249 (19424848)
622;39251;Sod;Superoxide dismutase;Drosophila melanogaster;Dm.926;FBgn0003462;;CG11793 cSod cSOD Cu Cu-Zn SOD Cu/Zn sod Cu/Zn SOD;decrease;Mutant flies displayed infertility and a reduction in lifespan.;pro;;;Mutation;2480: Phillips et al. (1989) "Null mutation of copper/zinc superoxide dismutase in Drosophila confers hypersensitivity to paraquat and reduced longevity."  Proc. Natl. Acad. Sci. U.S.A. 86(8):2761-2765 (2539600)
